tweet_id	tweet_text	tweet_coordinates	lat_origin	long_origin	uber_estimate	zip_code	eastern_time	hours	weekday	day_hour	Is_Traffic_Related	County	Neighbourhood	Neighbourhood_code	Is_weekend
833750520758099968	Can you recommend anyone for this #job? Supervisor - https://t.co/XeT9l6ALfo #parttime #Hospitality NY #Veterans #Hiring #CareerArc	[40.651725, -73.8728636]	40.651725	-73.8728636	42	11239	2017-02-20 13:49:49-05	13	0	13	f	Brooklyn	Canarsie and Flatlands	3	0
833750520976273410	I'm at FIKA Tower &amp; Bakery - @fikanyc in New York, NY https://t.co/f0eRoxu4GF	[40.76763302, -73.98946223]	40.76763302	-73.98946223	67	10019	2017-02-20 13:49:49-05	13	0	13	f	Manhattan	Chelsea and Clinton	8	0
833750522003877888	#JoulesDanceSeries Part 1. This little one has got some rhythm u26a1ufe0fufe0fu2b50ufe0fufe0f #dancedancedancedanceu2026 https://t.co/1IZKttHXAe	[40.6595, -73.9548]	40.6595	-73.9548	66	11225	2017-02-20 13:49:49-05	13	0	13	f	Brooklyn	Flatbush	11	0
833750526969929728	Just posted a photo @ Trump International Hotel and Tower https://t.co/PyzSuWMOzB	[40.769137, -73.981572]	40.769137	-73.981572	80	10023	2017-02-20 13:49:50-05	13	0	13	f	Manhattan	Upper West Side	34	0
833750552546643968	See our latest #Jamaica, NY #job and click to apply: Restaurant Manager - https://t.co/nzWldO2Ksr #Hospitality #Hiring #CareerArc	[40.6488818, -73.7829714]	40.6488818	-73.7829714	40	11430	2017-02-20 13:49:56-05	13	0	13	f	Queens	Jamaica	17	0
833750560620761088	ud83dude45ud83cudffd #notmypresident @ Columbus Circle https://t.co/xWD98H6IGM	[40.76805556, -73.98194444]	40.76805556	-73.98194444	81	10019	2017-02-20 13:49:58-05	13	0	13	f	Manhattan	Chelsea and Clinton	8	0
833750573761515521	Want to work in #NewYork, NY? View our latest opening: https://t.co/cYX0uhI9eL #Hospitality #Job #Jobs #Hiring	[40.7127837, -74.0059413]	40.7127837	-74.0059413	74	10007	2017-02-20 13:50:01-05	13	0	13	f	Manhattan	Lower Manhattan	20	0
833750596817666050	#Repost kingarthurmovie\nu30fbu30fbu30fb\nCheck out the new trailer for #KingArthur - in theaters May 12. Linku2026 https://t.co/Gh3cyl6dj6	[40.7142, -74.0064]	40.7142	-74.0064	65	10007	2017-02-20 13:50:07-05	13	0	13	f	Manhattan	Lower Manhattan	20	0
833750603805372416	sometimes i think we were separated at birth #hbdmatty @ SoHo,u2026 https://t.co/uwYGQbPOWi	[40.723056, -74.000833]	40.723056	-74.000833	67	10012	2017-02-20 13:50:08-05	13	0	13	f	Manhattan	Greenwich Village and Soho	14	0
833750608775520256	Can you recommend anyone for this #job? Information Technology Director - https://t.co/xAxWIKDpxb #IT #NewYork, NY #Hiring #CareerArc	[40.7127837, -74.0059413]	40.7127837	-74.0059413	74	10007	2017-02-20 13:50:10-05	13	0	13	f	Manhattan	Lower Manhattan	20	0
833750611392802817	#imallthewayup #thisview ud83dudc4c @ ONE WORLD OBSERVATORY https://t.co/h254cZsd76	[40.71284553, -74.01351362]	40.71284553	-74.01351362	66	10006	2017-02-20 13:50:10-05	13	0	13	f	New York	Lower Manhattan	20	0
833750638374817792	Yesterday yucabar w/ pablokartrashian ud83dudc95 @ Yuca Bar &amp; Restaurant https://t.co/yaPB4zavCr	[40.72613757, -73.98361]	40.72613757	-73.98361	70	10009	2017-02-20 13:50:17-05	13	0	13	f	Manhattan	Lower East Side	19	0
833750648038395904	See our latest #NewYork, NY #job and click to apply: Oracle Cloud Financials Consultant - https://t.co/ITGmPR8bq4 #BusinessMgmt #Hiring	[40.7127837, -74.0059413]	40.7127837	-74.0059413	74	10007	2017-02-20 13:50:19-05	13	0	13	f	Manhattan	Lower Manhattan	20	0
833750712840515585	We couldn't live any further ud83cudf0f | ud83dudc89Blood couldn't make us any closer.\n-\n-\n-\nPicture capturedu2026 https://t.co/ArJiUwnRyK	[40.75839, -73.98644]	40.75839	-73.98644	71	10036	2017-02-20 13:50:34-05	13	0	13	f	Manhattan	Chelsea and Clinton	8	0
833750730578206720	Sunday fundays w/ grammycamy u2764ufe0f @ New York, New York https://t.co/t72G7iRBDe	[40.7142, -74.0064]	40.7142	-74.0064	65	10007	2017-02-20 13:50:39-05	13	0	13	f	Manhattan	Lower Manhattan	20	0
833750737310019586	@PEN_N_SOUL In His Bag ud83cudf92 On The  Corona United " Remix ud83dudd25ud83dudd25ud83dudd25ud83dudd25ud83dudd25 Click The Link In My Bio Now 2u2026 https://t.co/cAuLsboBuk"	[40.7422409, -73.8724594]	40.7422409	-73.8724594	70	11373	2017-02-20 13:50:40-05	13	0	13	f	Queens	West Queens	36	0
833750741781131266	Just a little sample of flutes/legs. #gym #train #squatbootyu2026 https://t.co/PqD8uGCIj1	[40.612962, -73.912526]	40.612962	-73.912526	65	11234	2017-02-20 13:50:41-05	13	0	13	f	Brooklyn	Canarsie and Flatlands	3	0
833751247593336834	Just posted a photo @ Chinatown/SoHo https://t.co/7V8z02uWYz	[40.71839235, -73.99483376]	40.71839235	-73.99483376	68	10002	2017-02-20 13:52:42-05	13	0	13	f	Manhattan	Chelsea and Clinton	8	0
833750755504955392	Just posted a photo @ Trump International Hotel and Tower https://t.co/cmQoJA4X6Q	[40.769137, -73.981572]	40.769137	-73.981572	80	10023	2017-02-20 13:50:45-05	13	0	13	f	Manhattan	Upper West Side	34	0
